# Thursday, February 16, 2017 at 2:56 PM
# Force: [Time, MagPos, RotState, AFZ avg, AFZ error, X flucts, Y flucts, F, F error, Comment]
 11199.319   1288   0.00       2.6235     0.0232     1.1082     0.9444       0.5628     0.0517    Force_Fourier
# Force: [Time, MagPos, RotState, AFZ avg, AFZ error, X flucts, Y flucts, F, F error, Comment]
 11297.805   1288   0.00       2.6235     0.0232     1.4036     6.3727       0.1486     0.0112    Force_Fourier
# Set Z DNA to: 21.58
# Set Z DNA to: 17.11
# Set Z REF to: 19.83
# AFZ: [Time, MagPos, RotState, AFZ_avg, AFZ_error, AFZ_current, Z REF, Z DNA, Comment]
 12235.648   1288   5.00       0.6675     0.0221       0.7514       18       17             AFZ
 12239.694   1288   5.00       0.6676     0.0220       0.6867       18       17             AFZ
 12243.724   1288   5.00       0.6683     0.0218       0.7571       18       17             AFZ
 12247.806   1288   5.00       0.6680     0.0216       0.6193       18       17             AFZ
 12251.887   1288   5.00       0.6669     0.0215       0.5317       18       17             AFZ
 12255.917   1288   5.00       0.6670     0.0213       0.6787       18       17             AFZ
 12259.936   1288   5.00       0.6670     0.0212       0.6670       18       17             AFZ
 12263.967   1288   5.00       0.6670     0.0210       0.6670       18       17             AFZ
 12267.969   1288   5.00       0.6672     0.0208       0.6988       18       17             AFZ
 12271.962   1288  10.00       0.6668     0.0207       0.6125       18       17             AFZ
 12275.956   1288  10.00       0.6668     0.0205       0.6668       18       17             AFZ
 12279.972   1288  10.00       0.6665     0.0204       0.6239       18       17             AFZ
 12284.011   1288  10.00       0.6669     0.0202       0.7146       18       17             AFZ
 12288.055   1288  10.00       0.6669     0.0201       0.6669       18       17             AFZ
 12292.035   1288  10.00       0.6666     0.0200       0.6284       18       17             AFZ
 12296.055   1288  10.00       0.6660     0.0198       0.5814       18       17             AFZ
 12300.097   1288  10.00       0.6654     0.0197       0.5785       18       17             AFZ
 12304.139   1288  10.00       0.6650     0.0196       0.6105       18       17             AFZ
 12308.166   1288  10.00       0.6647     0.0194       0.6282       18       17             AFZ
 12312.219   1288  10.00       0.6645     0.0193       0.6347       18       17             AFZ
 12316.213   1288  15.00       0.6645     0.0192       0.6642       18       17             AFZ
 12320.214   1288  15.00       0.6645     0.0190       0.6645       18       17             AFZ
 12324.208   1288  15.00       0.6643     0.0189       0.6295       18       17             AFZ
 12328.290   1288  15.00       0.6643     0.0188       0.6643       18       17             AFZ
 12332.277   1288  15.00       0.6637     0.0186       0.5862       18       17             AFZ
 12336.293   1288  15.00       0.6637     0.0185       0.6637       18       17             AFZ
 12340.339   1288  15.00       0.6637     0.0184       0.6637       18       17             AFZ
 12344.369   1288  15.00       0.6637     0.0183       0.6637       18       17             AFZ
 12348.471   1288  15.00       0.6630     0.0182       0.5473       18       17             AFZ
 12352.509   1288  15.00       0.6626     0.0181       0.6092       18       17             AFZ
 12356.513   1288  15.00       0.6628     0.0179       0.6956       18       17             AFZ
 12360.558   1288  20.00       0.6628     0.0178       0.6628       18       17             AFZ
 12364.590   1288  20.00       0.6628     0.0177       0.6628       18       17             AFZ
 12368.635   1288  20.00       0.6623     0.0176       0.5757       18       17             AFZ
 12372.622   1288  20.00       0.6623     0.0175       0.6623       18       17             AFZ
 12376.679   1288  20.00       0.6619     0.0174       0.5974       18       17             AFZ
 12380.720   1288  20.00       0.6619     0.0173       0.6619       18       17             AFZ
 12384.722   1288  20.00       0.6619     0.0172       0.6619       18       17             AFZ
 12388.763   1288  20.00       0.6619     0.0171       0.6619       18       17             AFZ
 12392.790   1288  20.00       0.6613     0.0170       0.5620       18       17             AFZ
 12396.862   1288  20.00       0.6610     0.0169       0.6112       18       17             AFZ
 12400.893   1288  25.00       0.6610     0.0168       0.6610       18       17             AFZ
 12404.927   1288  25.00       0.6610     0.0167       0.6610       18       17             AFZ
 12409.002   1288  25.00       0.6606     0.0166       0.5995       18       17             AFZ
 12413.081   1288  25.00       0.6606     0.0165       0.6606       18       17             AFZ
 12417.097   1288  25.00       0.6606     0.0164       0.6606       18       17             AFZ
 12421.098   1288  25.00       0.6606     0.0163       0.6606       18       17             AFZ
 12425.177   1288  25.00       0.6604     0.0162       0.6279       18       17             AFZ
 12429.263   1288  25.00       0.6604     0.0161       0.6604       18       17             AFZ
 12433.294   1288  25.00       0.6606     0.0160       0.6855       18       17             AFZ
 12437.340   1288  25.00       0.6600     0.0159       0.5666       18       17             AFZ
 12441.415   1288  25.00       0.6597     0.0158       0.6057       18       17             AFZ
 12445.460   1288  30.00       0.6597     0.0158       0.6597       18       17             AFZ
 12449.491   1288  30.00       0.6597     0.0157       0.6597       18       17             AFZ
 12453.521   1288  30.00       0.6594     0.0156       0.6063       18       17             AFZ
 12457.497   1288  30.00       0.6592     0.0155       0.6139       18       17             AFZ
 12461.539   1288  30.00       0.6592     0.0154       0.6592       18       17             AFZ
 12465.544   1288  30.00       0.6588     0.0153       0.5984       18       17             AFZ
 12469.589   1288  30.00       0.6588     0.0152       0.6588       18       17             AFZ
 12473.612   1288  30.00       0.6584     0.0152       0.5776       18       17             AFZ
 12477.670   1288  30.00       0.6578     0.0151       0.5562       18       17             AFZ
 12481.740   1288  30.00       0.6578     0.0150       0.6578       18       17             AFZ
 12485.778   1288  30.00       0.6574     0.0149       0.5754       18       17             AFZ
 12489.802   1288  35.00       0.6574     0.0149       0.6574       18       17             AFZ
 12493.796   1288  35.00       0.6574     0.0148       0.6574       18       17             AFZ
 12497.790   1288  35.00       0.6571     0.0147       0.6034       18       17             AFZ
 12501.835   1288  35.00       0.6571     0.0146       0.6571       18       17             AFZ
 12505.829   1288  35.00       0.6566     0.0146       0.5656       18       17             AFZ
 12509.882   1288  35.00       0.6560     0.0145       0.5339       18       17             AFZ
 12513.925   1288  35.00       0.6558     0.0144       0.6247       18       17             AFZ
 12517.966   1288  35.00       0.6558     0.0144       0.6558       18       17             AFZ
 12521.997   1288  35.00       0.6556     0.0143       0.6144       18       17             AFZ
 12526.013   1288  35.00       0.6556     0.0142       0.6556       18       17             AFZ
 12530.051   1288  40.00       0.6556     0.0141       0.6556       18       17             AFZ
 12534.089   1288  40.00       0.6556     0.0141       0.6556       18       17             AFZ
 12538.120   1288  40.00       0.6546     0.0140       0.4481       18       17             AFZ
 12542.158   1288  40.00       0.6544     0.0140       0.6091       18       17             AFZ
 12546.193   1288  40.00       0.6544     0.0139       0.6544       18       17             AFZ
 12550.227   1288  40.00       0.6541     0.0138       0.6043       18       17             AFZ
 12554.332   1288  40.00       0.6539     0.0138       0.6044       18       17             AFZ
 12558.345   1288  40.00       0.6539     0.0137       0.6539       18       17             AFZ
 12562.353   1288  40.00       0.6539     0.0136       0.6539       18       17             AFZ
 12566.372   1288  40.00       0.6537     0.0136       0.6225       18       17             AFZ
 12570.426   1288  40.00       0.6530     0.0135       0.5033       18       17             AFZ
 12574.430   1288  45.00       0.6528     0.0135       0.6042       18       17             AFZ
 12578.465   1288  45.00       0.6526     0.0134       0.6112       18       17             AFZ
 12582.500   1288  45.00       0.6526     0.0133       0.6526       18       17             AFZ
 12586.541   1288  45.00       0.6523     0.0133       0.6014       18       17             AFZ
 12590.564   1288  45.00       0.6523     0.0132       0.6523       18       17             AFZ
 12594.585   1288  45.00       0.6523     0.0131       0.6523       18       17             AFZ
 12598.589   1288  45.00       0.6523     0.0131       0.6523       18       17             AFZ
 12602.620   1288  45.00       0.6523     0.0130       0.6523       18       17             AFZ
 12606.678   1288  45.00       0.6522     0.0130       0.6168       18       17             AFZ
 12610.708   1288  45.00       0.6522     0.0129       0.6522       18       17             AFZ
 12614.786   1288  45.00       0.6522     0.0129       0.6522       18       17             AFZ
 12618.828   1288  50.00       0.6522     0.0128       0.6522       18       17             AFZ
 12622.877   1288  50.00       0.6519     0.0127       0.6032       18       17             AFZ
 12626.927   1288  50.00       0.6519     0.0127       0.6519       18       17             AFZ
 12631.013   1288  50.00       0.6519     0.0126       0.6519       18       17             AFZ
 12635.069   1288  50.00       0.6519     0.0126       0.6519       18       17             AFZ
 12639.107   1288  50.00       0.6514     0.0125       0.5199       18       17             AFZ
 12643.127   1288  50.00       0.6514     0.0125       0.6514       18       17             AFZ
 12647.154   1288  50.00       0.6514     0.0124       0.6514       18       17             AFZ
 12651.247   1288  50.00       0.6514     0.0124       0.6514       18       17             AFZ
 12655.256   1288  50.00       0.6514     0.0123       0.6514       18       17             AFZ
 12659.294   1288  50.00       0.6514     0.0123       0.6514       18       17             AFZ
 12663.332   1288  50.00       0.6512     0.0122       0.6180       18       17             AFZ
 12667.355   1288  50.00       0.6512     0.0121       0.6512       18       17             AFZ
 12671.475   1288  50.00       0.6512     0.0121       0.6512       18       17             AFZ
 12675.550   1288  50.00       0.6510     0.0120       0.5990       18       17             AFZ
 12679.588   1288  50.00       0.6510     0.0120       0.6510       18       17             AFZ
 12683.648   1288  50.00       0.6508     0.0119       0.6011       18       17             AFZ
 12687.672   1288  50.00       0.6508     0.0119       0.6508       18       17             AFZ
 12691.722   1288  50.00       0.6506     0.0118       0.6182       18       17             AFZ
 12695.763   1288  50.00       0.6505     0.0118       0.6070       18       17             AFZ
 12699.815   1288  50.00       0.6505     0.0117       0.6505       18       17             AFZ
 12703.858   1288  50.00       0.6501     0.0117       0.5587       18       17             AFZ
 12707.892   1288  50.00       0.6501     0.0117       0.6501       18       17             AFZ
 12711.960   1288  50.00       0.6501     0.0116       0.6501       18       17             AFZ
 12715.954   1288  50.00       0.6496     0.0116       0.5335       18       17             AFZ
 12719.955   1288  50.00       0.6496     0.0115       0.6496       18       17             AFZ
 12723.969   1288  50.00       0.6496     0.0115       0.6496       18       17             AFZ
 12727.999   1288  50.00       0.6496     0.0114       0.6496       18       17             AFZ
 12732.018   1288  50.00       0.6496     0.0114       0.6496       18       17             AFZ
 12736.056   1288  50.00       0.6495     0.0113       0.6224       18       17             AFZ
 12740.131   1288  50.00       0.6495     0.0113       0.6495       18       17             AFZ
# Set Z DNA to: 16.72
# Set Z REF to: 17.31
# AFZ: [Time, MagPos, RotState, AFZ_avg, AFZ_error, AFZ_current, Z REF, Z DNA, Comment]
 12860.082   1326 -50.00       0.3121     0.0000       0.3121       17       17             AFZ
# Comment at 12879 sec.: START-s1-af-  0.5pN (mag 1326) rotate -50 to +50 per 5 900ms 40s
# Comment at 12880 sec.: START-s1-af-  0.5pN (mag 1326) rotate -50 to +50 per 5 900ms 40s
# AFZ: [Time, MagPos, RotState, AFZ_avg, AFZ_error, AFZ_current, Z REF, Z DNA, Comment]
 12886.114   1326 -50.00       0.5114     0.0000       0.5114       18       17             AFZ
 12890.157   1326 -50.00       0.5256     0.0100       0.5398       18       17             AFZ
 12894.180   1326 -50.00       0.4481     0.0637       0.2929       18       17             AFZ
 12898.233   1326 -50.00       0.4928     0.0615       0.6270       18       17             AFZ
 12902.264   1326 -50.00       0.4783     0.0509       0.4205       18       17             AFZ
 12906.258   1326 -50.00       0.4977     0.0459       0.5946       18       17             AFZ
 12910.326   1326 -50.00       0.4893     0.0401       0.4388       18       17             AFZ
 12914.393   1326 -50.00       0.4651     0.0418       0.2955       18       17             AFZ
